"symbol","owning_fixture","applicability","contract_category","comparison_baseline","comparison_record","owning_validation","decision","rationale"
"simdlib_specialized_codegen_max_i64","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated Register::max specialization for i64 must match its public Api operation."
"simdlib_specialized_codegen_max_i8","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated Register::max specialization for i8 must match its public Api operation."
"simdlib_specialized_codegen_max_position_i16","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated max_position specialization for i16 must match its public Api operation."
"simdlib_specialized_codegen_max_position_i32","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated max_position specialization for i32 must match its public Api operation."
"simdlib_specialized_codegen_max_position_i64","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated max_position specialization for i64 must match its public Api operation."
"simdlib_specialized_codegen_max_position_i8","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated max_position specialization for i8 must match its public Api operation."
"simdlib_specialized_codegen_max_position_u16","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated max_position specialization for u16 must match its public Api operation."
"simdlib_specialized_codegen_max_position_u32","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated max_position specialization for u32 must match its public Api operation."
"simdlib_specialized_codegen_max_position_u64","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated max_position specialization for u64 must match its public Api operation."
"simdlib_specialized_codegen_max_position_u8","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated max_position specialization for u8 must match its public Api operation."
"simdlib_specialized_codegen_max_u16","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated Register::max specialization for u16 must match its public Api operation."
"simdlib_specialized_codegen_max_u32","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated Register::max specialization for u32 must match its public Api operation."
"simdlib_specialized_codegen_max_u64","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated Register::max specialization for u64 must match its public Api operation."
"simdlib_specialized_codegen_max_u8","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated Register::max specialization for u8 must match its public Api operation."
"simdlib_specialized_codegen_min_f32","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated Register::min specialization for f32 must match its public Api operation."
"simdlib_specialized_codegen_min_f64","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated Register::min specialization for f64 must match its public Api operation."
"simdlib_specialized_codegen_min_i16","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated Register::min specialization for i16 must match its public Api operation."
"simdlib_specialized_codegen_min_i32","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated Register::min specialization for i32 must match its public Api operation."
"simdlib_specialized_codegen_min_i64","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated Register::min specialization for i64 must match its public Api operation."
"simdlib_specialized_codegen_min_i8","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated Register::min specialization for i8 must match its public Api operation."
"simdlib_specialized_codegen_min_position_i16","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated min_position specialization for i16 must match its public Api operation."
"simdlib_specialized_codegen_min_position_i32","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated min_position specialization for i32 must match its public Api operation."
"simdlib_specialized_codegen_min_position_i64","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated min_position specialization for i64 must match its public Api operation."
"simdlib_specialized_codegen_min_position_i8","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated min_position specialization for i8 must match its public Api operation."
"simdlib_specialized_codegen_min_position_u16","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated min_position specialization for u16 must match its public Api operation."
"simdlib_specialized_codegen_min_position_u32","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated min_position specialization for u32 must match its public Api operation."
"simdlib_specialized_codegen_min_position_u64","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated min_position specialization for u64 must match its public Api operation."
"simdlib_specialized_codegen_min_position_u8","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated min_position specialization for u8 must match its public Api operation."
"simdlib_specialized_codegen_min_u16","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated Register::min specialization for u16 must match its public Api operation."
"simdlib_specialized_codegen_min_u32","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated Register::min specialization for u32 must match its public Api operation."
"simdlib_specialized_codegen_min_u64","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated Register::min specialization for u64 must match its public Api operation."
"simdlib_specialized_codegen_min_u8","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated Register::min specialization for u8 must match its public Api operation."
"simdlib_specialized_codegen_multi_sad_i16","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated multi_sad specialization for i16 must match its public Api operation."
"simdlib_specialized_codegen_multi_sad_i32","tests/codegen/RegisterSpecializedCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterSpecializedCodegenRaw.cpp matching public Api operation","specialized","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The isolated multi_sad specialization for i32 must match its public Api operation."
